scenario,condition,protocol_seed,bsc,query_index,target_id,target_present,candidate_original_id,candidate_cosine,cache_reuse,verifier_good,bad_reuse,identity_match,audit_mismatches,audit_boundary,protocol_bits,fallback_bits,completion_bits
evict50,paired_iid,13181815969110816250,0.0,60,1001252,0,1005867,0.6765270147020396,0,0,0,0,203,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,61,1001266,0,1009973,0.637110556478216,0,0,0,0,222,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,62,1001267,0,1009553,0.7553961921483596,0,0,0,0,175,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,63,1001268,1,1001268,0.907771488641645,1,1,0,1,88,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,64,1001274,0,1000688,0.690648062226661,0,0,0,0,221,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,65,1001300,1,1001300,0.8954213539633149,1,1,0,1,118,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,66,1001341,0,1007766,0.7510086240300627,0,0,0,0,175,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,67,1001361,1,1001361,0.9227600573928663,1,1,0,1,105,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,68,1001408,0,1007121,0.6349787687728004,0,0,0,0,208,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,69,1001414,0,1004318,0.6811479034572678,0,0,0,0,203,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,70,1001415,0,1007852,0.6997081145237951,0,0,0,0,186,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,71,1001429,0,1006213,0.5969609531895369,0,0,0,0,236,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,72,1001460,0,1009195,0.7172724401286253,0,0,0,0,178,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,73,1001470,1,1001470,0.9220704555856921,1,1,0,1,99,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,74,1001485,1,1001485,0.9768346670583553,1,1,0,1,49,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,75,1001487,1,1001487,0.9465331989495058,1,1,0,1,85,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,76,1001492,0,1004318,0.6251355584402241,0,0,0,0,210,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,77,1001498,0,1002273,0.6455762065752471,0,0,0,0,198,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,78,1001515,1,1001515,0.9081702303895509,1,1,0,1,114,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,79,1001538,1,1001538,0.8419214761147469,0,1,0,1,150,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,80,1001548,1,1001548,0.9626977434920461,1,1,0,1,78,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,81,1001558,0,1007032,0.7202881638092324,0,0,0,0,196,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,82,1001634,1,1001634,0.9589503706156938,1,1,0,1,80,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,83,1001665,1,1001665,0.8805306801803492,1,1,0,1,127,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,84,1001676,1,1001676,0.8546197948568675,0,1,0,1,148,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,85,1001707,1,1001707,0.8852495344921977,1,1,0,1,116,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,86,1001744,1,1001744,0.871001121852369,1,1,0,1,125,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,87,1001746,1,1001746,0.8715820680186935,0,1,0,1,156,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,88,1001771,0,1005341,0.6729087601970157,0,0,0,0,200,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,89,1001772,0,1007151,0.568851738096932,0,0,0,0,240,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,90,1001781,0,1007427,0.8024529454488067,0,1,0,0,151,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,91,1001793,0,1005467,0.6169862711174297,0,0,0,0,215,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,92,1001813,0,1008481,0.569413875408124,0,0,0,0,230,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,93,1001823,1,1001823,0.7781630381119201,0,1,0,1,159,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,94,1001849,1,1001849,0.9087891835817696,1,1,0,1,99,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,95,1001852,0,1006987,0.6598366017445321,0,0,0,0,209,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,96,1001868,1,1001868,0.8824859587480497,1,1,0,1,116,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,97,1001872,0,1001283,0.7328387471691999,0,0,0,0,178,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,98,1001890,0,1006699,0.5865396822903425,0,0,0,0,247,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,99,1001894,0,1001634,0.6147894688099991,0,0,0,0,222,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,100,1001914,0,1001689,0.6746553607871612,0,0,0,0,204,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,101,1001924,0,1000496,0.6838753431363411,0,0,0,0,213,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,102,1001944,1,1001944,0.8733528168407568,1,1,0,1,127,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,103,1001954,0,1006836,0.7813593078500347,0,1,0,0,150,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,104,1001958,0,1004668,0.6843355815837564,0,0,0,0,191,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,105,1001959,1,1001959,0.9253553584213254,1,1,0,1,93,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,106,1001960,1,1001960,0.9242742778772671,1,1,0,1,87,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,107,1001987,0,1005729,0.7632506703861668,0,0,0,0,182,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,108,1002102,1,1002102,0.9026796547091078,1,1,0,1,117,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,109,1002133,0,1000432,0.6273069723143957,0,0,0,0,215,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,110,1002179,0,1008482,0.7618109548329242,0,0,0,0,183,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,111,1002183,1,1002183,0.8764830743805837,1,1,0,1,105,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,112,1002194,0,1004455,0.7354616137087258,0,0,0,0,193,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,113,1002210,0,1001315,0.5610850560854895,0,0,0,0,247,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,114,1002212,1,1002212,0.915820133362633,1,1,0,1,113,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,115,1002219,0,1007828,0.7115009118855276,0,0,0,0,185,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,116,1002233,1,1002233,0.8784952737689633,1,1,0,1,132,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,117,1002237,0,1008209,0.6757632155837137,0,0,0,0,216,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,118,1002305,1,1002305,0.8879455838359984,1,1,0,1,109,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,119,1002339,0,1007911,0.7768767402342266,0,1,0,0,155,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,120,1002343,0,1000963,0.7641352810457902,0,0,0,0,169,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,121,1002345,1,1002345,0.8970244894727541,1,1,0,1,105,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,122,1002416,1,1002416,0.9199667799586726,1,1,0,1,98,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,123,1002446,1,1002446,0.9747890929051293,1,1,0,1,49,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,124,1002470,0,1002752,0.6841196221163907,0,0,0,0,212,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,125,1002503,0,1004254,0.7730657324718375,0,1,0,0,154,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,126,1002505,1,1002505,0.8997853428067344,1,1,0,1,134,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,127,1002516,1,1002516,0.9398339729465677,1,1,0,1,86,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,128,1002587,0,1002853,0.6855795090084934,0,0,0,0,205,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,129,1002641,1,1002641,0.9548449744140562,1,1,0,1,79,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,130,1002658,0,1004084,0.7356088758789946,0,0,0,0,177,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,131,1002665,1,1002665,0.8180410759362622,1,1,0,1,128,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,132,1002704,0,1009568,0.5372140488822847,0,0,0,0,211,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,133,1002740,0,1002950,0.7451064722419838,0,0,0,0,186,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,134,1002752,1,1002752,0.9256352897559449,1,1,0,1,95,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,135,1002756,0,1008401,0.5097308257565445,0,0,0,0,248,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,136,1002830,1,1002830,0.8493423117721273,1,1,0,1,118,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,137,1002853,1,1002853,0.9276862069705736,1,1,0,1,92,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,138,1002857,0,1003971,0.7057135807390458,0,0,0,0,208,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,139,1002866,1,1002866,0.7899180287072166,0,1,0,1,156,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,140,1002888,1,1002888,0.9428688293933971,1,1,0,1,70,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,141,1002901,1,1002901,0.8612331697040122,1,1,0,1,126,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,142,1002939,1,1002939,0.9029305229335565,1,1,0,1,107,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,143,1002962,1,1002962,0.8888832512406415,1,1,0,1,98,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,144,1002992,0,1007692,0.7013590838798835,0,0,0,0,182,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,145,1003007,0,1001029,0.6037451214187353,0,0,0,0,207,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,146,1003012,1,1003012,0.9383754184390866,1,1,0,1,88,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,147,1003066,1,1003066,0.9490626572824694,1,1,0,1,81,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,148,1003070,0,1004700,0.6746988140168061,0,0,0,0,187,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,149,1003079,0,1001153,0.6873294056368884,0,0,0,0,221,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,150,1003090,0,1004615,0.7868732529001121,0,1,0,0,169,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,151,1003095,0,1007557,0.7435241401421546,0,0,0,0,174,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,152,1003096,1,1003096,0.912105899169914,1,1,0,1,112,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,153,1003116,0,1003975,0.7406599339796824,0,0,0,0,176,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,154,1003128,0,1007901,0.6700795528330531,0,0,0,0,209,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,155,1003142,1,1003142,0.9189571977223688,1,1,0,1,95,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,156,1003148,0,1007689,0.7044450448488649,0,0,0,0,197,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,157,1003156,1,1003156,0.8981980567996084,1,1,0,1,106,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,158,1003167,0,1000024,0.5461061410233958,0,0,0,0,263,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,159,1003175,1,1003175,0.8617911753731192,1,1,0,1,127,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,160,1003223,1,1003223,0.9573268166411923,1,1,0,1,75,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,161,1003290,1,1003290,0.9074178076796533,1,1,0,1,119,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,162,1003293,0,1008356,0.8987377022265102,1,1,0,0,103,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,163,1003316,0,1005105,0.7620127645794004,0,0,0,0,156,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,164,1003388,0,1000963,0.7260713559683676,0,0,0,0,186,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,165,1003410,1,1003410,0.941572543304988,1,1,0,1,78,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,166,1003444,1,1003444,0.8561337437338248,0,1,0,1,142,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,167,1003461,1,1003461,0.9110982177375686,1,1,0,1,100,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,168,1003467,0,1005538,0.6655818591937144,0,0,0,0,220,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,169,1003475,1,1003475,0.9234196233243108,1,1,0,1,100,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,170,1003499,0,1009642,0.7633804271776781,0,0,0,0,173,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,171,1003502,0,1001485,0.6397505472813918,0,0,0,0,216,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,172,1003511,0,1002102,0.6742430730057409,0,0,0,0,203,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,173,1003533,1,1003533,0.8869216640241828,1,1,0,1,124,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,174,1003558,0,1001650,0.6693583398077512,0,0,0,0,203,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,175,1003578,1,1003578,0.894163523176646,1,1,0,1,110,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,176,1003585,0,1007689,0.7288036711005245,0,0,0,0,168,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,177,1003622,0,1009399,0.5869090094382265,0,0,0,0,233,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,178,1003641,1,1003641,0.9352447673836275,1,1,0,1,84,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,179,1003704,1,1003704,0.911330279213415,1,1,0,1,112,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,180,1003722,1,1003722,0.8899525863508252,1,1,0,1,119,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,181,1003733,0,1004185,0.603252011267249,0,0,0,0,241,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,182,1003735,0,1000646,0.5132220399920877,0,0,0,0,247,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,183,1003737,0,1007911,0.8059860841671798,0,1,0,0,160,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,184,1003746,0,1000190,0.6127698919736289,0,0,0,0,208,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,185,1003749,0,1007396,0.6601909985686453,0,0,0,0,195,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,186,1003799,0,1008803,0.62316943403592,0,0,0,0,210,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,187,1003805,0,1001707,0.7527037153547875,0,0,0,0,161,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,188,1003809,1,1003809,0.9234627643765461,1,1,0,1,95,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,189,1003853,0,1009500,0.6108687707604437,0,0,0,0,234,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,190,1003885,1,1003885,0.8451158231805029,1,1,0,1,136,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,191,1003894,0,1005538,0.751129318229145,0,0,0,0,190,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,192,1003909,1,1003909,0.879568457048928,1,1,0,1,119,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,193,1003941,1,1003941,0.8461162717760402,0,1,0,1,154,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,194,1003947,0,1009321,0.753089676607894,0,0,0,0,199,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,195,1003976,0,1003226,0.5815402787360544,0,0,0,0,229,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,196,1003978,1,1003885,0.68985028468719,0,0,0,0,199,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,197,1004012,0,1007200,0.5755998984512456,0,0,0,0,238,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,198,1004021,1,1004021,0.9568958181190681,1,1,0,1,74,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,199,1004028,1,1004028,0.9141691166258697,1,1,0,1,101,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,200,1004057,0,1009331,0.6805099757883915,0,0,0,0,221,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,201,1004093,0,1000277,0.7465593485619799,0,0,0,0,175,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,202,1004107,1,1004107,0.9326826357744755,1,1,0,1,92,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,203,1004129,1,1004129,0.9105971171232699,1,1,0,1,102,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,204,1004163,0,1001029,0.6768563835294834,0,0,0,0,180,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,205,1004185,1,1004185,0.9218203316559146,1,1,0,1,106,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,206,1004190,1,1004190,0.9360510623949037,1,1,0,1,70,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,207,1004205,0,1007397,0.6453136075306171,0,0,0,0,200,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,208,1004225,1,1004225,0.9206818703515984,1,1,0,1,104,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,209,1004234,1,1004234,0.906407792518445,1,1,0,1,92,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,210,1004254,1,1004254,0.9423943480217714,1,1,0,1,83,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,211,1004296,1,1004296,0.9449737602278754,1,1,0,1,91,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,212,1004330,1,1004330,0.9365418158105102,1,1,0,1,92,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,213,1004341,0,1007555,0.6560141721848005,0,0,0,0,233,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,214,1004342,0,1003258,0.5849866599812348,0,0,0,0,228,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,215,1004400,1,1004400,0.8858554731985757,1,1,0,1,119,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,216,1004404,0,1002752,0.6751970168446395,0,0,0,0,194,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,217,1004448,1,1004448,0.91580677800397,1,1,0,1,106,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,218,1004455,1,1004455,0.9475900585256024,1,1,0,1,84,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,219,1004503,1,1004503,0.8829125142256522,1,1,0,1,111,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,220,1004530,1,1004530,0.9007972068683459,1,1,0,1,112,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,221,1004548,0,1000522,0.6788289060548931,0,0,0,0,202,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,222,1004551,1,1004551,0.8935224943084832,1,1,0,1,112,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,223,1004556,0,1001108,0.5937320645697778,0,0,0,0,235,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,224,1004558,1,1004558,0.971397533481007,1,1,0,1,52,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,225,1004564,0,1009553,0.6662360791522017,0,0,0,0,209,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,226,1004611,1,1004611,0.8900076551195151,1,1,0,1,99,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,227,1004616,0,1009553,0.7714431404033109,0,0,0,0,161,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,228,1004626,1,1004626,0.9551628327280504,1,1,0,1,78,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,229,1004654,1,1004654,0.9451806222968244,1,1,0,1,74,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,230,1004700,1,1004700,0.8851111402373151,1,1,0,1,103,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,231,1004764,0,1001650,0.7880524067504054,0,1,0,0,153,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,232,1004827,0,1003727,0.731043655816263,0,0,0,0,167,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,233,1004845,1,1004845,0.8749129330916298,1,1,0,1,129,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,234,1004865,0,1006709,0.4678344030666486,0,0,0,0,259,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,235,1004875,0,1002665,0.7554415882364788,0,0,0,0,177,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,236,1004889,1,1004889,0.9112544364664412,1,1,0,1,105,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,237,1004901,0,1002665,0.6431124804581843,0,0,0,0,200,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,238,1004906,0,1004551,0.6569720002685815,0,0,0,0,205,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,239,1004920,1,1004920,0.9224056333119961,1,1,0,1,95,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,240,1004931,0,1004330,0.6858633443259929,0,0,0,0,214,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,241,1004952,0,1001487,0.7755009546103895,0,1,0,0,159,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,242,1004977,1,1004977,0.9577877629924607,1,1,0,1,61,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,243,1004981,1,1004981,0.9234873652150533,1,1,0,1,105,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,244,1004998,0,1007184,0.6719711601330143,0,0,0,0,231,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,245,1005068,0,1004190,0.5876499371925568,0,0,0,0,213,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,246,1005101,0,1002752,0.6550576932694734,0,0,0,0,212,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,247,1005198,0,1007492,0.5896751600207779,0,0,0,0,223,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,248,1005252,0,1002763,0.7439343111673409,0,0,0,0,179,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,249,1005262,1,1005262,0.791067308957969,0,1,0,1,173,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,250,1005265,0,1004889,0.7550680355643306,0,0,0,0,172,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,251,1005270,1,1005270,0.8869849912928538,1,1,0,1,100,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,252,1005284,0,1001140,0.8030255696720896,0,1,0,0,157,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,253,1005313,0,1000636,0.6680626370744389,0,0,0,0,185,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,254,1005356,1,1005356,0.9420750203976636,1,1,0,1,89,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,255,1005383,1,1005383,0.9022712975826704,1,1,0,1,121,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,256,1005394,1,1005394,0.9401351075360636,1,1,0,1,80,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,257,1005410,1,1005410,0.9077807099404356,1,1,0,1,102,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,258,1005427,0,1001707,0.7208588591946758,0,0,0,0,186,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,259,1005459,1,1005459,0.8879140572516518,1,1,0,1,115,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,260,1005467,1,1005467,0.8559837073323021,1,1,0,1,135,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,261,1005472,1,1005472,0.8901395628784037,1,1,0,1,113,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,262,1005505,0,1004920,0.6801871076957124,0,0,0,0,199,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,263,1005518,0,1005341,0.5964279523860362,0,0,0,0,219,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,264,1005525,0,1002004,0.6851779429886771,0,0,0,0,214,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,265,1005535,0,1005582,0.6226561788693993,0,0,0,0,217,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,266,1005538,1,1005538,0.9360844341316912,1,1,0,1,84,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,267,1005553,1,1005553,0.9232621781173129,1,1,0,1,87,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,268,1005569,0,1002888,0.5719359902636205,0,0,0,0,212,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,269,1005583,0,1007404,0.7003261858240989,0,0,0,0,203,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,270,1005598,1,1005598,0.9142714769394823,1,1,0,1,108,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,271,1005612,0,1007689,0.7096034834376217,0,0,0,0,193,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,272,1005664,1,1005664,0.9299785353271932,1,1,0,1,92,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,273,1005688,1,1005688,0.9271868804781211,1,1,0,1,97,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,274,1005700,0,1008628,0.6752581875522549,0,0,0,0,200,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,275,1005711,1,1005711,0.9237198646109421,1,1,0,1,85,141,1944,0,1944
evict50,paired_iid,13181815969110816250,0.0,276,1005717,1,1005717,0.8505479718338083,0,1,0,1,142,141,1944,4272,6216
evict50,paired_iid,13181815969110816250,0.0,277,1005725,1,1005725,0.8982481773006163,1,1,0,1,120,141,1944,0,1944
